OrderLineID,TransactionID,ProductID,Quantity,UnitPrice,Discount,LineTotal
" OL-1147 ",""," P103 ","2","95","0","190"
"OL-1148","TRN-9438","P203","2","68","0.05","129.2"
"OL-1149","TRN-9438","P101","3","85","0.05","242.25"
"OL-1150","TRN-9439","P201","1","70","0.1","63"
"OL-1151","TRN-9439","P102","3","80","0.1","216"
"OL-1152","TRN-9440","P201","1","70","0","70"
"OL-1153","TRN-9440","C304","2","58","0","116"
"OL-1154","TRN-9440","C304","2","58","0","116"
"OL-1155","TRN-9441","C303","","60","0.15",""
"OL-1156","TRN-9441","P103","3","95","0.15","242.25"
"OL-1156","TRN-9441","P103","3","95","0.15","242.25"
"OL-1157","TRN-9441","C302","1","50","0.15","42.5"
"OL-1159","TRN-9442","C303","1","60","0","60"
" OL-1160 ","TRN-9442","C303","2","60","0","120"
"OL-1161","TRN-9443","P201","3","70","0","210"
"OL-1162","TRN-9443","P101","2","85","0","170"
"OL-1163"," TRN-9443 ","P102","1","80","0","80"
"OL-1164","TRN-9444","P102","","80","0.15","204"
"OL-1165","TRN-9444","#N/A","1","55","0.15","46.75"
"OL-1165","TRN-9444","C301","1","55","0.15","46.75"
"OL-1167","TRN-9445","P201","1","70","0","70"
"OL-1168","TRN-9445","C302","3","50","0","150"
"OL-1169","TRN-9445","C303","3","60","0","180"
"OL-1170","TRN-9446","C303","2","60","0","120"
"OL-1171","TRN-9447","C303","3","60","0","180"
" OL-1172 ","TRN-9447","P201","3","70","0","210"
"OL-1173","TRN-9447","P203","3","68","0","204"
"OL-1174","TRN-9448","P102","2","80","0.05","152"
"OL-1175","TRN-9448","P103","1","","0.05","90.25"
"OL-1176","TRN-9449","C301","1","55","0","55"
"OL-1177","TRN-9449","P203","2","","0","136"
"OL-1178","TRN-9449","P203","2","68","0","136"
"OL-1179","TRN-9450","P103","3","95","0","285"
"#N/A","TRN-9450","C303","1","60","0",""
"OL-1181","TRN-9451","C302","2","","0","100"
"OL-1182","TRN-9452","P101","3","85","","255"
"OL-1183","TRN-9452","P101","1","85","0",""
"OL-1184","TRN-9452","C301","1","55","0","55"
"OL-1185","TRN-9452","C304","1","58","0","58"
"OL-1186","TRN-9453","C301","2","55","0.15","93.5"
"OL-1187","TRN-9453","P103","2","95","0.15","161.5"
"OL-1187","TRN-9453","P103","2","95","0.15","161.5"
"OL-1189","TRN-9454","C302","1","50","0","50"
"OL-1190","TRN-9455"," P203 ","3","68","0.1","183.6"
"OL-1191","","C304","2","58","0.15","98.6"
"OL-1192","TRN-9456","C304","2","58","0.15","98.6"
"OL-1193","TRN-9456","P202","3","65","","165.75"
"OL-1194","TRN-9456","C304","3","","0.15","147.9"
"OL-1195"," TRN-9457 ","P101","1","85","0.1","76.5"
"OL-1196","TRN-9457"," C301 ","3","55","0.1",""
"OL-1197","TRN-9457","C302","1","50","0.1","45"
"OL-1198","TRN-9458","P201","1","70","0","70"
" OL-1199 ","TRN-9459","C304","2","58","0.05","110.2"
"OL-1200","TRN-9459"," P102 ","2","80","0.05","152"
"OL-1201","TRN-9460","","2","85","0","170"
"OL-1202","TRN-9460","C303","1","60","0","60"
"OL-1203","TRN-9461","P203","1","68","0","68"
"OL-1204","TRN-9461","P202","2","65","0","130"
"OL-1205","TRN-9461","P201","3","70","0","210"
"OL-1206","TRN-9461","","2","58","0","116"
"OL-1207","TRN-9462","C302","3","50","0.1","135"
"","TRN-9462","P202","2","65","0.1","117"
"OL-1209","TRN-9462","P101","3","85","0.1","229.5"
"OL-1210","TRN-9462","C304","1","58","0.1","52.2"
"OL-1210","TRN-9462","C304","1","58","0.1","52.2"
"OL-1212","#N/A","","1","50","0","50"
"OL-1213","TRN-9464","P202","3","65","0","195"
"OL-1214","TRN-9465","","2","70","0","140"
"OL-1215","TRN-9465","P201","2","70","0","140"
"OL-1216","TRN-9465","C303","1","60","0","60"
"OL-1217","TRN-9465","C301","2","55","0","110"
"OL-1218","TRN-9466","P203","1","68","0.05","64.6"
"OL-1219","TRN-9467","P102","1","80","0","80"
"OL-1220","TRN-9467","C302","1","50","0","50"
"OL-1221","TRN-9467","P203","3","68","0","204"
"OL-1222","TRN-9467","P101","1","85","0","85"
"OL-1223","TRN-9468","P202","3","65","0","195"
"#N/A","TRN-9468","P103","1","95","0","95"
"OL-1225","TRN-9468","P203","1","68","0","68"
"OL-1226","TRN-9469","P102","1","80","0","80"
"OL-1227","TRN-9469","P202","3","65","0","195"
"OL-1228","TRN-9470","P101","2","85","0","170"
"OL-1229"," TRN-9471 ","P102","3","80","","240"
"OL-1230","TRN-9471","C302","3","50","0","150"
"OL-1231","TRN-9472"," C303 ","","60","0","120"
"OL-1232","TRN-9473","P101","2","85","0.05","161.5"
"OL-1233","TRN-9473","","2","55","0.05","104.5"
"OL-1234","TRN-9473","C304","2","58","0.05","110.2"
"OL-1235"," TRN-9474 ","C304","3","58","0","174"
"","","P201","3","70","0","210"
"OL-1237","TRN-9475","P201","2","70","0","140"
"OL-1238","TRN-9475","P101","1","85","0","85"
"","TRN-9476","P201","3","70","0","210"
" OL-1240 ","TRN-9476","C301","1","55","0","55"
"OL-1241","TRN-9476","C302","3","50","0","150"
"OL-1242","TRN-9476","C302","","50","0","100"
"OL-1243","TRN-9477","P102","2","80","0.05","152"
"OL-1244","TRN-9477","P103","1","95","0.05","90.25"
"OL-1245","TRN-9477","C304","1","58","0.05","55.1"
"OL-1246","TRN-9478","","2","65","0","130"
"OL-1247","TRN-9478","P102","3","80","0","240"
"OL-1248","TRN-9478","P101","2","85","0","170"
"OL-1249","","C302","2","50","0","100"
"OL-1250","TRN-9479","C303","2","60","0","120"
"OL-1251","TRN-9479","P201","2","70","0","140"
"OL-1252","TRN-9479","C304","2","58","0","116"
"OL-1253","TRN-9480","C301","3","55","0","165"
"OL-1254","TRN-9480","C304","2","58","0",""
"OL-1255","TRN-9481","C303","1","60","0","60"
"OL-1256","TRN-9481","C302","1","","0","50"
"OL-1257","TRN-9481","P101","2","85","0","170"
"OL-1258","TRN-9482","P103","2","95","0","190"
"OL-1259","TRN-9482","C301","3","55","0","165"
"OL-1260","TRN-9482","C302","2","50","0","100"
"OL-1261","TRN-9482","C302","3","50","0","150"
"OL-1262","TRN-9483","P203","1","68","0","68"
"OL-1262","TRN-9483","P203","1","68","0","68"
"OL-1264","TRN-9483","P202","1","65","0","65"
"OL-1265","#N/A","P202","3","65","0","195"
"OL-1266","TRN-9484","P201","","70","0.1","126"
"OL-1267","TRN-9484","P201","3","70","0.1","189"
"OL-1268","TRN-9484","C302","3","50","0.1","135"
"OL-1269","TRN-9484","P101","3","85","0.1","229.5"
"OL-1270","TRN-9485","P103","1","95","0","95"
"OL-1271","TRN-9485","P103","1","95","0","95"
"OL-1272"," TRN-9486 ","C301","3","55","0.15","140.25"
"OL-1273","TRN-9487","C302","1","50","0.15",""
"OL-1274","TRN-9487","P203","3","68","0.15","173.4"
"OL-1275","TRN-9487"," C302 ","2","50","0.15","85"
"OL-1276","TRN-9488"," C303 ","2","","0","120"
"OL-1277","TRN-9488","P203","2","68","","136"
"OL-1278","TRN-9488","P203","3","68","0","204"
"OL-1279","TRN-9488","C302","3","50","0","150"
"OL-1280","TRN-9489","P103","","95","0","190"
"OL-1281","TRN-9489","P101","3","85","0","255"
"OL-1282","TRN-9490","P203","1","68","0","68"
"OL-1282","TRN-9490","P203","1","68","0","68"
"OL-1284","TRN-9492","C303","1","60","0","60"
"OL-1285","TRN-9492","C301","2","55","0","110"
"OL-1286","TRN-9493","P102","3","80","0","240"
"OL-1287","TRN-9494","P102","2","80","0","160"
"OL-1288","TRN-9494","C301","3","55","0","165"
"OL-1289","TRN-9495","P102","3","80","0","240"
" OL-1290 ","TRN-9496","P103","2","95","0","190"
"OL-1291","TRN-9496","C302","1","50","0","50"
"OL-1292","TRN-9496","P101","2","85","0","170"
"OL-1293","TRN-9497","P202","3","65","0.15","165.75"
"OL-1294","TRN-9498","P202","3","65","0.15","165.75"
"OL-1294","TRN-9498","P202","3","65","0.15","165.75"
"#N/A","TRN-9498","P102","1","80","0.15","68"
"OL-1297","TRN-9498","P201","2","70","0.15","119"
"OL-1298","TRN-9499","P201","3","70","0.05","199.5"
"OL-1299","TRN-9500","C301","1","55","0","55"
"OL-1300","TRN-9501","C304","1","58","","58"
"OL-1301","TRN-9502","C303","3","60","0","180"
"OL-1302","TRN-9502","C301","3","55","","165"
"OL-1303"," TRN-9502 ","P201","2","70","0","140"
"OL-1304","TRN-9503","P201","3","70","0.05","199.5"
"OL-1305","TRN-9503","P102","3","80","0.05","228"
"OL-1306","TRN-9504","P202","3","65","0","195"
" OL-1307 ","TRN-9504","P202","1","65","0","65"
"OL-1308","TRN-9504","P203","1","68","0","68"
"OL-1309","TRN-9504","P201","2","70","0","140"
"OL-1310","TRN-9505","P201","1","70","0.1","63"
"OL-1311","TRN-9505","C301","3","55","0.1","148.5"
"OL-1312","TRN-9505","C303","3","60","0.1","162"
"OL-1313","TRN-9505","P102","3","80","0.1","216"
"OL-1314","TRN-9506","C304","1","58","0.1","52.2"
" OL-1315 "," TRN-9506 ","C303","2","","0.1",""
"OL-1316","TRN-9506","P103","3","95","0.1","256.5"
"OL-1317","TRN-9506","C304","3","58","0.1","156.6"
"OL-1317","TRN-9506","C304","3","58","0.1","156.6"
"OL-1319","TRN-9507","C304","3","58","0","174"
"OL-1320","TRN-9507","P201","2","70","0","140"
"OL-1321","TRN-9508","P102","2","80","0.1","144"
"OL-1322","TRN-9508","P202","1","65","0.1","58.5"
"OL-1323","TRN-9508","P102","1","80","0.1","72"
"OL-1324","TRN-9508","P102","3","80","0.1","216"
"OL-1325","TRN-9509","P202","1","65","0","65"
"OL-1325","TRN-9509","P202","1","65","0","65"
"","TRN-9509","C302","2","50","0","100"
"OL-1328","TRN-9509","C303","2","60","0","120"
"OL-1329","TRN-9510","C304","2","","0","116"
"OL-1330","TRN-9511","P102","1","80","0.1","72"
"OL-1331","TRN-9511","P203","1","68","0.1","61.2"
"OL-1332","TRN-9512","P101","1","85","0","85"
"OL-1332","TRN-9512","P101","1","85","0","85"
"OL-1334","TRN-9512","C304","","58","0","174"
"OL-1335","TRN-9513","P103","1","95","0","95"
"OL-1336","TRN-9513","C302","1","50","0","50"
"OL-1337","TRN-9513","P203","1","68","0","68"
"OL-1338","TRN-9514","P101","1","85","0","85"
"OL-1339","TRN-9515","P101","3","85","0.1","229.5"
"OL-1340","TRN-9516","P201","1","70","0","70"
" OL-1341 ","TRN-9517","P203","1","68","0","68"
"OL-1342","TRN-9517","P101","2","85","0","170"
"OL-1343","TRN-9517"," C303 ","1","60","0","60"
"OL-1344","","P203","2","68","0","136"
"OL-1345","TRN-9518","C304","1","58","0","58"
"OL-1346","TRN-9518","C304","1","58","0","58"
"OL-1346","TRN-9518","C304","1","58","0","58"
"OL-1348","","P102","2","80","0","160"
"OL-1349","TRN-9519","C304","","58","0","58"
"OL-1349","TRN-9519","C304","1","58","0","58"
"OL-1351","TRN-9520","C301","","","0","110"
"OL-1352","","P103","1","95","0","95"
"OL-1353","","P102","2","80","0","160"
"OL-1354","TRN-9522","P101","1","85","0","85"
"OL-1355","TRN-9523","C301","2","55","0.05","104.5"
"OL-1356","TRN-9523","P201","2","70","0.05","133"
"OL-1357","TRN-9524","C303","3","60","0",""
"OL-1358","TRN-9525","C304","3","58","0","174"
"OL-1359","TRN-9525","P203","2","68","0","136"
"OL-1359","TRN-9525","P203","2","68","0","136"
"OL-1361","TRN-9526","C301","2","55","0","110"
"OL-1362","TRN-9526","C303","2","60","0","120"
"OL-1363","TRN-9526","C301","2","55","0","110"
"OL-1364","TRN-9527","P203","1","68","0","68"
"OL-1365","TRN-9528","P101","3","85","0.1","229.5"
"OL-1366","TRN-9528","P101","1","85","0.1","76.5"
" OL-1367 ","TRN-9528","P201","1","70","0.1","63"
"OL-1368","TRN-9528","C304","1","58","0.1","52.2"
"OL-1369","TRN-9529","C303","1","60","0","60"
"OL-1370","TRN-9529","P201","2","70","0","140"
"OL-1371","TRN-9529","P203","1","68","0","68"
"OL-1372","TRN-9529","P103","1","95","0","95"
"OL-1373","TRN-9530","P102","2","80","0","160"
"OL-1374","TRN-9530","C303","3","60","0","180"
"OL-1375","TRN-9530","C303","2","60","0","120"
"OL-1376","TRN-9531","C301","3","55","0.1","148.5"
"OL-1377","TRN-9531","P203","1","68","","61.2"
"#N/A","TRN-9531","P101","1","85","","76.5"
"OL-1379","TRN-9532"," P201 ","1","70","0.15","59.5"
"OL-1380"," TRN-9533 ","P202","3","65","0","195"
"OL-1381","TRN-9534","P101","","85","0","85"
"OL-1382","TRN-9534","C304","1","58","0","58"
"OL-1383","TRN-9534","C304","2","58","0",""
" OL-1384 ","TRN-9534","P101","","85","0","170"
"OL-1385"," TRN-9535 ","C302","3","50","0","150"
"OL-1386"," TRN-9535 ","P201","2","70","0",""
"OL-1387","TRN-9535","P101","3","85","0","255"
"OL-1388","TRN-9535","C304","2","58","0","116"
"OL-1389","TRN-9536","C301","1","55","0","55"
"OL-1390","TRN-9537","P202","3","65","0.05","185.25"
"OL-1391","TRN-9537","C304","2","58","0.05","110.2"
"OL-1392","TRN-9538"," C304 ","2","58","0","116"
"OL-1393"," TRN-9539 ","P102","3","80","0","240"
"OL-1394"," TRN-9539 ","C303","1","60","0","60"
"OL-1395","TRN-9539","P103","1","95","0","95"
"OL-1396","TRN-9540","P103","2","95","0.15","161.5"
"OL-1397"," TRN-9540 ","C301","3","55","0.15","140.25"
"OL-1398","TRN-9540","P201","2","","0.15","119"
"OL-1399","TRN-9540","P102","3","80","0.15","204"
"OL-1400","TRN-9541","P201","2","70","0.05","133"
"OL-1401","TRN-9542","P103","3","95","0","285"
"OL-1402","","P201","2","70","0","140"
"OL-1403","TRN-9543","P203","1","68","0","68"
"OL-1404","TRN-9544","P201","2","70","0.15","119"
"OL-1405","TRN-9545","C302","3","50","0","150"
"OL-1406","TRN-9545","P102","2","","0","160"
"OL-1407","TRN-9545","C301","2","55","0","110"
" OL-1408 ","TRN-9546"," P201 ","2","70","0","140"
"OL-1409","TRN-9546","P202","2","65","0","130"
"OL-1410","TRN-9547","P202","3","65","0","195"
"OL-1411","TRN-9547","P202","3","65","0","195"
"OL-1412","TRN-9547","C301","1","55","0","55"
"OL-1413","TRN-9547","P103","3","95","0","285"
" OL-1414 ","TRN-9548","C303","1","60","0.1","54"
"OL-1415","","C301","","55","0.1","148.5"
"OL-1416","TRN-9548","C302","2","50","0.1","90"
"OL-1417","TRN-9548","P203","1","68","0.1","61.2"
"OL-1418","TRN-9549","P102","1","80","0.15","68"
"OL-1419","TRN-9550","P201","2","70","0","140"
"OL-1420","TRN-9550","P102","3","80","0","240"
"OL-1421","TRN-9550","P202","3","65","0","195"
"OL-1422","","P101","2","85","0","170"
"OL-1423","TRN-9551","C304","2","58","0","116"
"OL-1424","TRN-9551","#N/A","3","55","0","165"
"OL-1425"," TRN-9552 ","C304","1","58","0","58"
"OL-1426","TRN-9552","C301","2","55","0","110"
"OL-1426","TRN-9552","C301","2","55","0","110"
"OL-1428","TRN-9553"," P102 ","3","80","0","240"
"OL-1429","TRN-9554","C303","3","60","0","180"
"OL-1430","TRN-9555","P203","1","68","0.05","64.6"
"OL-1431","TRN-9555","","1","55","0.05","52.25"
"OL-1432","TRN-9555","P203","3","68","0.05","193.8"
"OL-1433","TRN-9555","P202","2","65","0.05","123.5"
"OL-1434","TRN-9556","","1","70","0","70"
"OL-1435","TRN-9557","C301","1","55","0","55"
"OL-1436","TRN-9557","P101","2","85","0","170"
"OL-1437","TRN-9557","P201","3","70","0",""
"OL-1438","TRN-9557","","1","68","0","68"
"OL-1439","","P101","3","","0.1","229.5"
"","TRN-9558","C301","2","55","0.1","99"
"OL-1441","TRN-9558","C302","3","50","0.1","135"
"OL-1442","TRN-9558","P203","2","68","0.1","122.4"
"OL-1443","TRN-9559","P102","2","80","0","160"
"OL-1444","TRN-9560","C301","1","55","0","55"
"OL-1445","TRN-9560","C302","2","50","0","100"
"OL-1446","TRN-9561","P201","2","70","0.05","133"
"OL-1447","TRN-9561","P202","1","65","0.05","61.75"
"OL-1448","TRN-9561","P202","2","65","0.05","123.5"
"OL-1449","TRN-9561","C303","3","60","0.05","171"
"OL-1450","TRN-9562","#N/A","2","68","0","136"
"OL-1451","TRN-9562","P201","2","70","0","140"
"OL-1452","TRN-9562"," P102 ","3","80","0","240"
"OL-1453","TRN-9562","C304","1","","0","58"
"OL-1454","TRN-9563","P203","1","68","","68"
"OL-1455"," TRN-9563 "," P203 ","1","68","0","68"
"OL-1456","TRN-9564","C301","3","55","0","165"
"OL-1457","TRN-9564"," P203 ","3","68","0","204"
"OL-1458","TRN-9564","C303","1","60","0","60"
" OL-1459 ","TRN-9565","P101","2","85","0","170"
"OL-1460","TRN-9565","P202","2","65","0","130"
"OL-1461","TRN-9565","P103","3","95","","285"
"OL-1462","TRN-9566","P201","1","70","0.1","63"
"OL-1463","TRN-9566","C302","1","50","0.1","45"
"OL-1464","TRN-9566","P101","2","85","0.1","153"
"OL-1465","TRN-9566","P203","1","68","0.1","61.2"
"OL-1466","TRN-9567","P102","3","80","0","240"
"OL-1467","TRN-9567","P202","2","65","0","130"
"OL-1468","TRN-9568","P101","","85","0","85"
"OL-1469","TRN-9569","P201","3","70","0","210"
"OL-1470","TRN-9569","C304","3","58","0","174"
"OL-1471","TRN-9569","P202","3","","0","195"
"OL-1472","TRN-9569","P102","2","80","0","160"
"OL-1473","TRN-9570","C301","1","","0",""
"OL-1474","TRN-9571","C301","2","55","0","110"
"OL-1475","TRN-9571","P103","2","95","0","190"
"OL-1476","TRN-9571","C304","","58","0",""
"OL-1477","TRN-9571","P203","3","68","0","204"
"OL-1478","TRN-9572","P203","1","68","0","68"
"OL-1478","TRN-9572","P203","1","68","0","68"
"OL-1480","TRN-9573","P102","1","80","0","80"
"OL-1481","TRN-9574","P103","3","95","0",""
"OL-1482","TRN-9574","P101","1","85","0","85"
" OL-1483 ","TRN-9575","C304","3","58","0","174"
"OL-1484","TRN-9575","P101","2","","","170"
"OL-1485","TRN-9576"," C303 ","1","60","0.05",""
"OL-1486","TRN-9577","C304","1","58","0","58"
"OL-1487","TRN-9578","P101","3","85","0","255"
"OL-1488","TRN-9578","P203","1","68","0","68"
"OL-1489","TRN-9578"," C301 ","1","55","0","55"
"OL-1490","TRN-9578","P102","1","80","0","80"
"OL-1491","TRN-9579","C301","1","55","0.05","52.25"
"OL-1491","TRN-9579","C301","1","55","0.05","52.25"
"OL-1493","TRN-9580","","3","55","","165"
"OL-1494","TRN-9580","P203","2","68","0","136"
"OL-1495"," TRN-9580 ","P102","1","80","0","80"
"OL-1496","TRN-9581","P102","1","80","0","80"
"OL-1497","TRN-9581","P201","1","70","0","70"
"OL-1498","TRN-9581","P101","1","85","0","85"
"OL-1499","TRN-9582","P102","2","80","0.05","152"
"OL-1500","TRN-9582","P201","3","70","0.05","199.5"
"OL-1501","TRN-9583","C304","1","58","0",""
"OL-1502","TRN-9583","P103","3","95","0","285"
"OL-1503","TRN-9583","C302","3","50","0","150"
"OL-1504","TRN-9584","C301","1","55","0","55"
"OL-1505","TRN-9584"," C302 ","","50","0","50"
"OL-1506","TRN-9584","C302","1","50","0","50"
"OL-1507","TRN-9584","P203","","68","0","68"
"OL-1508","TRN-9585","C303","1","60","0","60"
"OL-1509"," TRN-9585 ","P202","1","65","0","65"
"OL-1510","TRN-9585","C303","","60","0","180"
"OL-1511","TRN-9586","","1","85","0","85"
"OL-1512","TRN-9586","P102","3","80","0","240"
"OL-1512","TRN-9586","P102","3","80","0","240"
"OL-1514","TRN-9587","P102","3","80","0","240"
"OL-1515","TRN-9588","C302","3","50","0","150"
"OL-1516","TRN-9588","P101","3","85","0","255"
"OL-1517","TRN-9588","P203","2","68","0","136"
"OL-1517","TRN-9588","P203","2","68","0","136"
"OL-1519","TRN-9589","C304","2","58","0","116"
"OL-1520","TRN-9589","C303","1","60","0","60"
"OL-1521","#N/A","P101","3","85","0","255"
"OL-1522","TRN-9590","P103","3","95","0","285"
"OL-1523","TRN-9590","C303","1","60","0","60"
"OL-1524","TRN-9590","C302","2","50","0","100"
"OL-1525","TRN-9591","","1","55","0","55"
"OL-1526","TRN-9591","P203","1","68","0","68"
" OL-1527 ","TRN-9591","C303","3","60","0","180"
"OL-1528","TRN-9592","C303","2","60","0","120"
"OL-1529","TRN-9593","P202","2","65","0","130"
"OL-1529","TRN-9593","P202","2","65","0","130"
"OL-1531","TRN-9593","P202","3","65","0","195"
"OL-1532","TRN-9594","C304","3","58","0","174"
"OL-1533","TRN-9594","P201","2","70","0","140"
"OL-1534","TRN-9594","C301","1","55","0","55"
"OL-1535","TRN-9594","P202","3","65","0","195"
"OL-1536","TRN-9595","C304","1","58","0","58"
"OL-1537","TRN-9595","P103","1","95","0","95"
"OL-1538","TRN-9595","P102","3","80","0","240"
"OL-1539","TRN-9596","C303","1","60","0","60"
" OL-1540 ","TRN-9596","P103","2","95","0","190"
"OL-1541","TRN-9596","P201","1","70","0","70"
"OL-1542","TRN-9597","C301","1","55","0","55"
"OL-1543","TRN-9598","C303","1","60","0","60"
"OL-1544","TRN-9598","P203","3","68","0","204"
"OL-1544","TRN-9598","P203","3","68","0","204"
"OL-1546","TRN-9599","C301","3","55","0.1","148.5"
"OL-1547","TRN-9599","P102","2","80","0.1","144"
"OL-1547","TRN-9599","P102","2","80","0.1","144"
"OL-1549","TRN-9600","C304","2","58","0","116"
"OL-1550","TRN-9600","P201","1","70","0","70"
"OL-1551","TRN-9601","P201","2","70","0","140"
"OL-1552","TRN-9601","P102","2","80","0","160"
"OL-1553","TRN-9601","P101","1","85","0","85"
"OL-1554","TRN-9602","C303","1","60","0","60"
"OL-1555","TRN-9602","C302","1","50","0","50"
"OL-1555","TRN-9602","C302","1","50","0","50"
"OL-1557"," TRN-9603 ","P203","1","68","0.05","64.6"
"OL-1558","","C301","1","55","0.05","52.25"
"OL-1559"," TRN-9603 ","C303","3","60","0.05","171"
"OL-1560","TRN-9604","","3","80","0","240"
"OL-1561"," TRN-9604 ","P202","3","65","0","195"
"OL-1561","TRN-9604","P202","3","65","0","195"
"OL-1563","TRN-9605","P201","1","70","0","70"
"OL-1564","TRN-9605","C302","1","50","0","50"
"OL-1565","TRN-9605","P102","2","80","0","160"
"OL-1566","TRN-9605","P202","3","65","0","195"
"OL-1567","TRN-9606","P102","3","80","0","240"
"OL-1568","TRN-9606","C301","1","55","0","55"
"OL-1569"," TRN-9606 ","","3","68","0","204"
"OL-1570","TRN-9606","P102","3","80","0","240"
"","TRN-9607","C302","3","50","0","150"
"OL-1572","TRN-9607","P203","1","68","0","68"
"OL-1573","TRN-9607","C303","1","60","0","60"
"OL-1574","TRN-9608","C303","2","60","0","120"
"OL-1575","TRN-9609","C303","1","60","0","60"
"OL-1576","TRN-9609","P203","3","68","0","204"
"OL-1577","TRN-9609","C303","2","60","0","120"
"OL-1578"," TRN-9609 ","P203","1","68","0","68"
"OL-1579","TRN-9610","P202","2","65","0","130"
"OL-1579","TRN-9610","P202","2","65","0","130"
"OL-1581","TRN-9610","C303","1","60","0","60"
"OL-1582","TRN-9610","C303","3","60","0","180"
"OL-1582","TRN-9610","C303","3","60","0","180"
"OL-1584","TRN-9612","P203","1","68","0","68"
"OL-1585","TRN-9613","P102","2","80","0","160"
"OL-1586","TRN-9613","P102","3","80","0","240"
"OL-1587","TRN-9613","C303","2","60","0","120"
"OL-1588"," TRN-9613 ","P201","1","70","0","70"
"OL-1589","TRN-9614","P202","2","","0","130"
"OL-1590","TRN-9615","P203","1","68","0.1","61.2"
"OL-1591","TRN-9615","","2","50","0.1","90"
"OL-1592","TRN-9616","C302","2","50","0","100"
"OL-1593","TRN-9616","C302","","50","0",""
"OL-1594","TRN-9616","C301","2","55","0","110"
"OL-1595","TRN-9617","P102","1","80","0","80"
"OL-1596","TRN-9617","P201","2","70","0","140"
"OL-1597","TRN-9617","P101","3","85","0","255"
"OL-1598","TRN-9617","P203","3","68","0","204"
"OL-1599","TRN-9618","P103","2","95","0","190"
"OL-1600","TRN-9619","P102","2","80","0","160"
"OL-1601","TRN-9619","C303","2","60","0","120"
"OL-1602","TRN-9619","C301","2","55","0","110"
"OL-1603","TRN-9620","P201","2","70","0","140"
"OL-1604","TRN-9621","P101","2","85","0.1","153"
"OL-1605","TRN-9621","P202","1","65","0.1",""
"OL-1606","TRN-9622","P103","1","95","0","95"
"OL-1607","TRN-9623","P103","3","95","0","285"
"OL-1608","TRN-9623","C302","2","50","0","100"
"OL-1609","TRN-9623","C301","3","55","0","165"
"","TRN-9623","","2","65","0","130"
"OL-1611","","C304","3","58","0.1","156.6"
"OL-1612","TRN-9625","P103","2","95","0","190"
" OL-1613 "," TRN-9625 ","C301","1","55","0","55"
"OL-1614","TRN-9625","C302","1","50","0","50"
"OL-1615","TRN-9626","C303","2","60","0","120"
"OL-1616","TRN-9626","C303","3","60","0","180"
"OL-1617"," TRN-9626 ","C303","1","60","0","60"
"OL-1618","TRN-9626"," C303 ","2","60","0","120"
"OL-1619","TRN-9627"," P201 ","2","70","0","140"
"OL-1620","TRN-9627","P203","1","68","0","68"
"OL-1621","TRN-9627","P101","2","85","0","170"
"OL-1622","TRN-9627","P202","3","","0","195"
"OL-1623","TRN-9628"," C304 ","3","58","0","174"
"OL-1624","TRN-9629","P103","3","95","0.15","242.25"
"OL-1625","TRN-9629","C302","3","50","0.15","127.5"
"OL-1626","TRN-9630","P103","2","95","0.05","180.5"
"OL-1627","TRN-9630","P203","2","68","0.05","129.2"
"OL-1628","TRN-9631","P103","1","","0.15","80.75"
"OL-1629","TRN-9631","C301","3","55","0.15",""
"OL-1630","TRN-9631","P201","3","70","0.15","178.5"
"OL-1631","TRN-9631","C303","3","60","0.15","153"
"OL-1632","","C304","3","58","0","174"
"OL-1633","TRN-9633","P103","2","95","0","190"
"","TRN-9633","C302","1","50","0","50"
"OL-1635","TRN-9633","C301","3","55","0","165"
"OL-1636","TRN-9633","P103","2","95","0","190"
"OL-1637","TRN-9634"," P102 ","2","80","0","160"
"OL-1638","TRN-9634","P202","2","65","0","130"
"OL-1639","TRN-9634","C302","3","50","0","150"
"OL-1640","TRN-9634","P203","3","68","0","204"
"OL-1641","TRN-9635"," P103 ","3","95","0","285"
"","TRN-9635","P102","1","80","0","80"
"OL-1643","TRN-9636","P203","3","68","0.15","173.4"
"OL-1644","TRN-9636","C302","1","50","0.15","42.5"
"OL-1645","TRN-9636","P203","2","68","0.15","115.6"
"OL-1646","TRN-9637","P203","3","68","0","204"
"OL-1647","TRN-9637","P202","3","65","0","195"
"OL-1648","TRN-9637","C302","3","50","0","150"
"OL-1649","TRN-9638","P201","2","70","0","140"
"OL-1650","TRN-9638","C303","2","60","","120"
"OL-1651","TRN-9639","P203","2","68","0","136"
"OL-1652"," TRN-9640 ","#N/A","3","50","0","150"
"OL-1653","TRN-9640","C303","1","60","0","60"
"OL-1654","TRN-9640","P203","3","68","0","204"
"","TRN-9640","P102","3","80","0","240"
"OL-1656","TRN-9641","P101","1","85","0","85"
" OL-1657 ","#N/A","C302","3","50","0","150"
"OL-1658","TRN-9642"," P101 ","1","85","0","85"
"#N/A","TRN-9642","P103","2","95","0","190"
"OL-1660","TRN-9642","C302","3","50","0","150"
"OL-1661"," TRN-9643 ","P102","3","80","0.15","204"
"OL-1662","TRN-9643","C301","2","55","0.15","93.5"
"OL-1663","TRN-9643","P103","3","95","0.15","242.25"
"OL-1664","TRN-9644"," P203 ","3","68","0.1","183.6"
"OL-1665","TRN-9644","C304","1","58","0.1","52.2"
"OL-1666","TRN-9645","P101","3","85","0","255"
"OL-1667"," TRN-9646 ","C302","2","50","0.1","90"
