TransactionID,Date,CustomerID,StoreID,EmployeeID,PromotionID,PaymentMethod,TotalAmount
"TRN-9277","2026-03-28","CUST-1052","STO-03","EMP-0304","PROMO-00","Debit Card","420"
"TRN-9279","2022-01-21","CUST-1338"," STO-03 ","EMP-0303","PROMO-00","Cash","475"
"TRN-9280","2022-12-22","CUST-1144","STO-01","EMP-0103","PROMO-02","Mobile Payment","175.5"
"TRN-9280","2022-12-22","CUST-1144","STO-01","EMP-0103","PROMO-02","Mobile Payment","175.5"
"TRN-9282","2025-01-10","CUST-1088","STO-04","#N/A","PROMO-00","Debit Card","654"
"TRN-9283","2022-04-10","CUST-1007","STO-02","EMP-0204","PROMO-00","Credit Card","444"
"TRN-9284","2023-07-13","CUST-1319","STO-01","EMP-0104","PROMO-02","Mobile Payment","319.5"
"TRN-9285","2023-04-21","CUST-1245","STO-02","EMP-0204","","Cash","178"
"TRN-9286","","CUST-1286","STO-04","EMP-0403","PROMO-00","Mobile Payment","636"
"TRN-9287","2022-02-12","CUST-1163"," STO-04 ","EMP-0404","PROMO-03","Mobile Payment","61.75"
"TRN-9288","2025-05-22","CUST-1064","STO-04","","PROMO-00","Credit Card","425"
"TRN-9289","2025-11-19","CUST-1219","STO-03","EMP-0305","PROMO-00","Cash","285"
"TRN-9290","2026-02-13","CUST-1203","STO-02","EMP-0203","PROMO-00","Credit Card","195"
"TRN-9291","2025-10-08","CUST-1298","STO-04"," EMP-0404 ","PROMO-00","Debit Card","335"
"TRN-9292","2023-01-13","CUST-1023","STO-01","EMP-0102","PROMO-00","Debit Card","385"
"TRN-9293","2024-04-06","CUST-1016","STO-01","EMP-0103","PROMO-00","Mobile Payment","200"
"TRN-9294","2023-10-09","CUST-1136","STO-01","EMP-0104","PROMO-03","Mobile Payment","275.5"
"TRN-9295","2024-07-30","CUST-1219","STO-02","EMP-0201","PROMO-00","Credit Card","160"
"TRN-9296","2022-04-30","CUST-1161","STO-04","EMP-0403","PROMO-00","Cash","402"
"TRN-9297","2024-02-10","CUST-1136","STO-04","EMP-0405","PROMO-01","Credit Card","284.75"
"TRN-9298","2022-09-25","CUST-1071","STO-02","EMP-0205","PROMO-00","Debit Card","481"
"TRN-9299","2025-01-29","CUST-1398","STO-04","EMP-0401","","Mobile Payment","309"
"TRN-9300","2024-09-11","CUST-1236","STO-04","EMP-0402","PROMO-00","Debit Card","456"
"TRN-9301","2024-06-11","CUST-1213"," STO-04 ","EMP-0402","PROMO-00","Credit Card","595"
" TRN-9302 ","2024-12-14","CUST-1044","STO-04","EMP-0403","PROMO-02","Debit Card","306"
"TRN-9303","2026-01-29","CUST-1054","STO-02","EMP-0204","PROMO-00","Credit Card","460"
"TRN-9304","2025-01-14","CUST-1222","STO-01"," EMP-0105 ","PROMO-00","Debit Card","116"
"TRN-9305","2022-06-13","CUST-1063","STO-04","EMP-0402","PROMO-02","Debit Card","58.5"
"TRN-9305","2022-06-13","CUST-1063","STO-04","EMP-0402","PROMO-02","Debit Card","58.5"
"TRN-9307","2022-06-10","CUST-1195","STO-04","EMP-0401","PROMO-00","Mobile Payment","440"
"TRN-9308","2022-12-04","CUST-1032","STO-01","EMP-0105","PROMO-00","Credit Card","570"
"TRN-9309","2025-05-15","CUST-1304","STO-04"," EMP-0401 "," PROMO-00 ","Mobile Payment","280"
"TRN-9310","2024-01-07","CUST-1310","STO-01","","PROMO-00","#N/A","485"
"TRN-9311","2026-01-06","CUST-1122","STO-02","EMP-0203","PROMO-00","Credit Card","476"
" TRN-9312 ","2023-10-21","CUST-1129","STO-03","EMP-0301","PROMO-03","Debit Card","116.85"
"TRN-9313","2022-01-17","CUST-1394","STO-01","","PROMO-00","Cash","248"
"TRN-9314","2024-01-18","CUST-1368","STO-02","EMP-0201","PROMO-00","Mobile Payment","118"
"TRN-9315","2023-08-21","CUST-1370","STO-02","EMP-0202","PROMO-03","Mobile Payment","161.5"
"TRN-9316","2025-01-20","CUST-1121","STO-02","EMP-0202","PROMO-00","Cash","479"
"TRN-9317","2026-01-04","CUST-1121","STO-02","EMP-0204","PROMO-00"," Debit Card ","215"
"TRN-9318","2024-05-20","CUST-1200","STO-04","EMP-0404","PROMO-00","Cash","210"
"TRN-9319"," 2023-03-27 "," CUST-1342 "," STO-03 ","EMP-0302","PROMO-00","Credit Card","545"
"TRN-9320","2022-06-15","CUST-1082","STO-03","EMP-0305","PROMO-00","Debit Card","50"
"TRN-9321","2025-05-29","CUST-1302","STO-04","EMP-0405","PROMO-00","Debit Card","604"
"TRN-9321","2025-05-29","CUST-1302","STO-04","EMP-0405","PROMO-00","Debit Card","604"
"TRN-9323","2025-03-21","CUST-1230","STO-01","EMP-0105","PROMO-01","Debit Card","210.8"
"TRN-9324","2026-01-15","CUST-1224","","EMP-0301","PROMO-00","Debit Card","735"
"TRN-9325","2025-01-03","CUST-1290","STO-04","EMP-0403","PROMO-00","Debit Card","500"
"TRN-9326","2022-11-13","CUST-1096","STO-03","EMP-0302","PROMO-02","Credit Card","216"
"TRN-9326","2022-11-13","CUST-1096","STO-03","EMP-0302","PROMO-02","Credit Card","216"
"TRN-9328","#N/A","CUST-1224","STO-01","EMP-0102","PROMO-03"," Cash ","384.75"
"TRN-9329","2024-05-14","CUST-1342","STO-01","EMP-0104","PROMO-00","Credit Card","528"
"TRN-9329","2024-05-14","CUST-1342","STO-01","EMP-0104","PROMO-00","Credit Card","528"
"TRN-9331","2022-03-16","CUST-1030","STO-03","EMP-0304","#N/A","Cash","320"
"TRN-9332","2024-05-25","CUST-1002","STO-01","EMP-0103","PROMO-00","Credit Card","348"
"TRN-9333","2026-02-19","CUST-1388","STO-04","EMP-0405","PROMO-00","Mobile Payment","269"
"TRN-9334","2022-02-15"," CUST-1314 ","","EMP-0105","PROMO-00","Mobile Payment","305"
"TRN-9335","2023-12-12","CUST-1105","STO-04","EMP-0405","PROMO-00","Credit Card","330"
"TRN-9336","2023-07-16","CUST-1313","","EMP-0105","PROMO-01","Cash","400.35"
"TRN-9337","2024-06-10","CUST-1377","STO-02","EMP-0201","PROMO-00","Credit Card","58"
"TRN-9338","2023-04-20","CUST-1295","STO-01","EMP-0103","PROMO-03","Cash","288.8"
"TRN-9339","2023-12-28","CUST-1316","STO-04","EMP-0402","PROMO-00","Mobile Payment","403"
"TRN-9340","2023-11-05","CUST-1109","STO-01","EMP-0103","PROMO-00","Credit Card","468"
"TRN-9341"," 2023-12-25 ","CUST-1246","STO-04","EMP-0405","PROMO-00","Credit Card","260"
"TRN-9342","2025-03-22","CUST-1018","STO-02","EMP-0201","PROMO-00","Debit Card","450"
"TRN-9343","2024-11-05","CUST-1149"," STO-04 ","EMP-0403","PROMO-00","Debit Card","670"
"TRN-9344","2022-04-26","CUST-1302","STO-04","EMP-0403","PROMO-00","Credit Card","360"
" TRN-9345 ","2025-07-24","CUST-1291","STO-03","EMP-0305","PROMO-00","Mobile Payment","284"
"TRN-9346","2024-06-26","CUST-1290","STO-04","EMP-0402","PROMO-00","Cash","308"
"TRN-9346","2024-06-26","CUST-1290","STO-04","EMP-0402","PROMO-00","Cash","308"
"TRN-9348","2022-04-12","CUST-1304","STO-02","EMP-0203","PROMO-00","Mobile Payment","621"
"TRN-9349","2023-06-05","CUST-1020","STO-02","EMP-0204","PROMO-01","Credit Card","358.7"
"TRN-9350","2024-11-18","CUST-1193","STO-01","EMP-0103","","Debit Card","295"
"","2023-08-12","CUST-1342","STO-02","EMP-0201","PROMO-00","Cash","95"
"TRN-9352","2026-03-01","CUST-1141","STO-01","EMP-0105","PROMO-00","","284"
"TRN-9353","2025-12-07","#N/A","STO-01","EMP-0102","PROMO-00","Cash","655"
"TRN-9354","2025-10-02","CUST-1195","STO-02","","PROMO-00","Mobile Payment","550"
"TRN-9354","2025-10-02","CUST-1195","STO-02","EMP-0201","PROMO-00","Mobile Payment","550"
"TRN-9356","2023-09-03","","STO-02","EMP-0202"," PROMO-01 ","Credit Card","153"
"TRN-9357","2026-02-02","CUST-1209","STO-03","EMP-0303","PROMO-00","#N/A","50"
"TRN-9358","2025-01-18","CUST-1149","STO-02","EMP-0205","PROMO-00","Debit Card","644"
"TRN-9359","2022-04-26","CUST-1356","STO-03","EMP-0303","PROMO-03","Debit Card","285"
"TRN-9360","2022-06-06","CUST-1377","STO-01","EMP-0104","#N/A","Mobile Payment","463"
"TRN-9361"," 2022-07-07 ","CUST-1379","STO-03","EMP-0301","PROMO-01","Mobile Payment","243.1"
"TRN-9362","2024-09-21","CUST-1241","STO-03","EMP-0302","PROMO-00","Mobile Payment","425"
"TRN-9363","","CUST-1250","STO-01","EMP-0105","PROMO-00","Credit Card","60"
"TRN-9364","2025-08-30","CUST-1220","STO-01","EMP-0104","PROMO-00","Debit Card","410"
""," 2024-10-20 ","CUST-1366","STO-03","EMP-0305","PROMO-02","Debit Card",""
"TRN-9366","2023-12-27","CUST-1013","STO-01","EMP-0102"," PROMO-00 ","Mobile Payment","130"
"TRN-9367","2024-06-29","CUST-1288","STO-01","EMP-0103","PROMO-02","Mobile Payment","523.8"
"TRN-9367","2024-06-29","CUST-1288","STO-01","EMP-0103","PROMO-02","Mobile Payment","523.8"
"TRN-9369","2024-03-30","CUST-1330"," STO-03 ","EMP-0305","PROMO-00","Mobile Payment","763"
"TRN-9370","2024-07-26","CUST-1220","STO-01","EMP-0104","PROMO-00","Credit Card","494"
"TRN-9371","","CUST-1214","STO-03","EMP-0303","PROMO-00","Mobile Payment","285"
"TRN-9372","2025-06-06","CUST-1104"," STO-04 ","","PROMO-00","Debit Card","484"
"TRN-9373","2022-12-01","CUST-1227","STO-03","EMP-0301","PROMO-03"," Mobile Payment ",""
"TRN-9374","2025-07-13","CUST-1102","STO-03","EMP-0302","PROMO-00","Credit Card",""
"TRN-9375","2023-11-20","CUST-1384","","EMP-0304","PROMO-00"," Cash ","639"
"TRN-9376","2022-09-07","CUST-1216","STO-03","EMP-0304","PROMO-01","Debit Card","246.5"
"TRN-9377","2025-03-20","CUST-1003","STO-04","EMP-0405","PROMO-00","Mobile Payment","512"
"TRN-9378","2022-08-30","CUST-1149","STO-04","EMP-0402","PROMO-00","Cash","125"
"TRN-9379","2026-03-06","CUST-1219","STO-02","EMP-0201","PROMO-00","Cash","270"
" TRN-9380 ","2023-05-27","CUST-1306","STO-01","EMP-0104","PROMO-03","Mobile Payment","232.75"
"TRN-9381","2024-03-05","CUST-1041","STO-03","EMP-0304","PROMO-00","Mobile Payment","130"
"TRN-9382","2026-03-26","CUST-1128","STO-01","EMP-0103","PROMO-00","Mobile Payment","438"
"TRN-9383","2022-02-18","CUST-1269","STO-02","EMP-0202","PROMO-00","","188"
"TRN-9384","2022-08-07","CUST-1211","STO-01","EMP-0103","PROMO-00","Credit Card","745"
"TRN-9385"," 2024-10-31 ","CUST-1185","STO-02","EMP-0201","PROMO-00","Cash","450"
"TRN-9386","2025-06-26","CUST-1280"," STO-02 ","EMP-0203","PROMO-00","Credit Card","530"
"TRN-9387","2022-02-14","CUST-1282","STO-03","EMP-0301","#N/A","Mobile Payment",""
"TRN-9388","2022-08-02"," CUST-1327 "," STO-02 ","EMP-0203","PROMO-00","Credit Card","534"
"TRN-9389","2023-12-02","CUST-1216","STO-04","EMP-0402","PROMO-00","Credit Card","613"
"","2024-12-08","CUST-1207","STO-02","EMP-0201","PROMO-00","Debit Card","679"
"TRN-9391","2025-03-13","CUST-1229","STO-01","EMP-0104","PROMO-00","Debit Card","350"
"TRN-9392","2024-02-26","CUST-1293","STO-01"," EMP-0102 ","PROMO-00","Mobile Payment","337"
"TRN-9393","2025-05-11","CUST-1393","STO-01","","PROMO-02","Cash","454.5"
"TRN-9394","2024-12-29","CUST-1380","STO-04","EMP-0401","PROMO-00","Credit Card","370"
"TRN-9395","2024-06-09","CUST-1087","STO-02","EMP-0205","PROMO-00","Credit Card","130"
"TRN-9396","2026-03-14","CUST-1055","STO-04","EMP-0404"," PROMO-00 ","Debit Card","60"
"TRN-9397","2023-05-05","CUST-1086","STO-01","EMP-0105","PROMO-00","Mobile Payment","250"
"TRN-9398","2023-10-21","CUST-1344","STO-03","EMP-0304","PROMO-00","Debit Card","165"
"TRN-9399","2024-12-09","CUST-1124","STO-02","EMP-0204","PROMO-00","Cash","475"
"TRN-9400","2023-01-03","CUST-1299","STO-01","EMP-0105","PROMO-00"," Cash ","446"
"#N/A","2026-04-04","CUST-1390","STO-01","EMP-0102","PROMO-00","Credit Card","405"
"TRN-9402","2023-12-06"," CUST-1350 ","STO-03","EMP-0301","PROMO-00","Mobile Payment","260"
"TRN-9403","2025-01-26","CUST-1308","STO-04","EMP-0401","PROMO-00","Debit Card","648"
" TRN-9404 ","2024-05-26","CUST-1050","STO-02","EMP-0202","PROMO-02","Cash","346.5"
"TRN-9405","2024-01-23","CUST-1379","STO-04","EMP-0405"," PROMO-02 ","Cash","348.3"
"TRN-9406","2022-03-10","CUST-1340","STO-04","EMP-0401","PROMO-00","Debit Card","690"
"TRN-9407","2025-09-23","CUST-1004","STO-01","EMP-0104","PROMO-02","Mobile Payment","90"
"TRN-9408","2024-01-11","CUST-1045","STO-04","EMP-0403","PROMO-00","Mobile Payment","70"
"TRN-9409","2024-09-21","CUST-1241","STO-03","EMP-0301","PROMO-00","Cash","495"
"TRN-9410","2023-07-21","CUST-1339","STO-02","EMP-0205","PROMO-00","Cash","310"
" TRN-9411 ","2024-08-16","CUST-1209","STO-04","EMP-0401","PROMO-00","Debit Card","439"
"TRN-9412","2024-11-15","CUST-1280","STO-01","EMP-0102","PROMO-00","Mobile Payment","595"
"TRN-9413","2025-10-23","CUST-1183","STO-03","EMP-0304","PROMO-00","Mobile Payment","306"
"TRN-9414","2023-03-22","CUST-1254","STO-03","EMP-0303","PROMO-00","Debit Card","280"
"TRN-9415","2025-01-31","CUST-1357","STO-03","EMP-0304","PROMO-02","Mobile Payment","558"
"TRN-9416","2025-01-10","CUST-1002","STO-03","EMP-0301","PROMO-00","Credit Card","415"
"TRN-9417","2025-02-02","CUST-1034","STO-04","EMP-0401","PROMO-00","Debit Card","344"
"TRN-9418"," 2025-05-01 ","CUST-1223","STO-02","EMP-0203","PROMO-00","Mobile Payment","344"
"","2023-10-22","CUST-1134","STO-04","EMP-0405","PROMO-00","Credit Card","70"
"TRN-9419","2023-10-22","CUST-1134","STO-04","EMP-0405","PROMO-00","Credit Card","70"
"TRN-9421","2024-10-11","CUST-1374","STO-04","EMP-0405","PROMO-00","Credit Card","220"
"TRN-9422","2023-09-20","CUST-1088","STO-01","EMP-0103","PROMO-03","Credit Card","341.05"
"TRN-9423","2024-08-31","CUST-1319","STO-03","EMP-0301"," PROMO-01 ","Cash","331.5"
"TRN-9424","2024-10-14","CUST-1001","STO-04","EMP-0405","PROMO-00","Cash","504"
"TRN-9425","2022-02-27","CUST-1181","STO-02","EMP-0204","PROMO-00","Cash","800"
"TRN-9426","2024-01-14","CUST-1141","STO-04","EMP-0405","PROMO-01","Cash","302.6"
"TRN-9427","2025-09-11","CUST-1037","STO-03","EMP-0303","#N/A","Cash","536.75"
"TRN-9428","","CUST-1084"," STO-04 ","EMP-0403","","Cash","474"
"TRN-9429","2024-02-21"," CUST-1264 ","#N/A","EMP-0301","PROMO-03","Credit Card","107.35"
"TRN-9430","2024-05-28","CUST-1316","STO-02","EMP-0204","PROMO-00","Debit Card","520"
"TRN-9431","2026-01-24","CUST-1369","STO-03","EMP-0301","PROMO-00","Mobile Payment","531"
"TRN-9432","2025-12-08","CUST-1244","STO-04","EMP-0404","PROMO-00","Credit Card","355"
"TRN-9433","2022-07-07","CUST-1327","STO-04","EMP-0405","PROMO-00","Credit Card","178"
"TRN-9434","2025-12-29","CUST-1089","STO-04","EMP-0405","PROMO-00","Debit Card","717"
"TRN-9435","2022-05-05","CUST-1359","STO-01","EMP-0101","PROMO-00","Credit Card","165"
"TRN-9435","2022-05-05","CUST-1359","STO-01","EMP-0101","PROMO-00","Credit Card","165"
"TRN-9436","2023-06-17","CUST-1212","STO-03","EMP-0305","PROMO-00","Debit Card","110"
"TRN-9438","2025-11-22","CUST-1070","STO-01","EMP-0105","PROMO-03","Debit Card","371.45"
"TRN-9439","2024-08-16","CUST-1083","STO-04","EMP-0404","PROMO-02","Credit Card","279"
"TRN-9440","2024-11-10","CUST-1207","STO-01","EMP-0101","PROMO-00","Mobile Payment","302"
"TRN-9441","2024-03-18","CUST-1232","STO-03","EMP-0302","PROMO-01","Cash","467.5"
" TRN-9442 ","2024-01-12","CUST-1185","STO-02","EMP-0205","PROMO-00","Mobile Payment","180"
"TRN-9443","2023-05-12","CUST-1187","STO-04","EMP-0402","PROMO-00","Cash","460"
"TRN-9444","2024-04-18"," CUST-1052 ","STO-02","","PROMO-01"," Credit Card ","250.75"
"TRN-9445","2025-01-18","CUST-1228","STO-03"," EMP-0302 ","PROMO-00","Debit Card","640"
"TRN-9446","2023-03-12","","STO-02","EMP-0202","PROMO-00","#N/A","120"
"TRN-9447","2024-12-25","CUST-1242","STO-04","EMP-0404","PROMO-00","Credit Card","594"
"TRN-9448"," 2025-05-11 ","","STO-02","EMP-0202","PROMO-03","Debit Card","242.25"
"","2025-03-03","CUST-1228","STO-01","EMP-0103"," PROMO-00 ","Cash","327"
"TRN-9450","2023-08-31","CUST-1325","STO-04","EMP-0401","PROMO-00","Debit Card","345"
"TRN-9451","2022-06-25","CUST-1301","STO-04","EMP-0404","","Cash","100"
"TRN-9452","2025-11-11","CUST-1203","STO-03","EMP-0303","PROMO-00","Debit Card","453"
"TRN-9453","#N/A","CUST-1189","STO-01","EMP-0104","PROMO-01","Debit Card","340"
"TRN-9454"," 2025-05-05 ","CUST-1373","STO-01","EMP-0102","PROMO-00","Credit Card","50"
"TRN-9455","2022-10-03","#N/A","STO-01","EMP-0102","PROMO-02","Cash","183.6"
"TRN-9456","#N/A","CUST-1197","STO-04","EMP-0403","PROMO-01","Mobile Payment",""
"TRN-9457","2022-11-29","CUST-1227","STO-04","EMP-0401","PROMO-02","Mobile Payment","270"
" TRN-9458 ","2025-04-29","CUST-1116","STO-03","EMP-0302",""," Debit Card ","70"
"#N/A","2024-12-11","CUST-1074","STO-03","EMP-0303","PROMO-03","Cash","262.2"
"TRN-9460","2023-10-03","CUST-1252","STO-02","EMP-0201","PROMO-00","Debit Card","230"
"TRN-9461","2024-03-21","CUST-1279","STO-01","EMP-0102","#N/A","Credit Card","524"
"TRN-9462","2023-02-19","CUST-1327","STO-04","EMP-0405","PROMO-02","Mobile Payment","533.7"
"","2022-05-22","CUST-1303","STO-03","EMP-0304","PROMO-00"," Debit Card ","166"
"TRN-9464","2024-05-10","CUST-1120","STO-01","EMP-0101","PROMO-00","Cash","195"
"TRN-9465","2025-10-07","CUST-1141","STO-04","EMP-0402","PROMO-00","Debit Card","450"
"TRN-9466","2025-06-09","CUST-1110","STO-02","EMP-0202","PROMO-03","Mobile Payment","64.6"
"TRN-9467","2024-07-01","CUST-1217","STO-04","EMP-0405","PROMO-00","Debit Card","419"
"TRN-9467","2024-07-01","CUST-1217","STO-04","EMP-0405","PROMO-00","Debit Card","419"
"TRN-9469","2025-05-08","CUST-1065","STO-04"," EMP-0401 ","PROMO-00","Debit Card","275"
"TRN-9470"," 2023-10-16 ","CUST-1161","STO-04","EMP-0403","PROMO-00","Cash","170"
"TRN-9471","2023-05-14","CUST-1084","STO-01","EMP-0102"," PROMO-00 ","Cash","390"
"TRN-9472","2026-03-26","CUST-1111","#N/A","","PROMO-00","Cash","120"
"TRN-9473","2023-08-13","CUST-1141","STO-04","EMP-0401","PROMO-03","Cash","376.2"
"TRN-9474","2023-12-25","CUST-1311","STO-01","EMP-0105","PROMO-00","Debit Card","384"
"TRN-9475","2022-06-22","CUST-1311","STO-01","EMP-0102","PROMO-00","Mobile Payment","225"
"TRN-9476","2025-09-12","CUST-1304","","EMP-0103","PROMO-00","Credit Card","515"
"TRN-9477","2024-10-27","CUST-1155","STO-03","EMP-0303","PROMO-03","Debit Card","297.35"
"TRN-9478","2022-10-31","CUST-1283","STO-03","EMP-0304"," PROMO-00 ","Mobile Payment","540"
"TRN-9479","2022-12-20","CUST-1316","STO-03","EMP-0305","PROMO-00","Mobile Payment","476"
"TRN-9480","2022-08-03","CUST-1141","STO-03"," EMP-0303 ","PROMO-00","Debit Card","281"
"TRN-9481","2025-05-23","CUST-1130","STO-01","EMP-0101","","Credit Card","280"
"TRN-9482","2023-04-19","CUST-1177","STO-03",""," PROMO-00 ","Cash","605"
"TRN-9483","2024-11-01","CUST-1359"," STO-02 ","EMP-0201","PROMO-00"," Cash ","523"
"TRN-9484","2023-01-25","CUST-1155","STO-01","EMP-0101","PROMO-02","Credit Card","679.5"
"TRN-9485","2023-07-10","CUST-1295","STO-02","EMP-0203","PROMO-00","Debit Card","190"
"TRN-9486"," 2025-03-07 ","CUST-1322","STO-04","EMP-0402","PROMO-01","Credit Card",""
"TRN-9487","","CUST-1121","STO-02","EMP-0201","PROMO-01","Debit Card","300.9"
"TRN-9488","2023-04-01","CUST-1168","STO-02","EMP-0201","PROMO-00","Cash","610"
"TRN-9489","2025-02-20","CUST-1142","STO-04","EMP-0403","PROMO-00","Mobile Payment","445"
"TRN-9490","2025-10-10","CUST-1265","STO-04","EMP-0403","PROMO-00","Debit Card","68"
"TRN-9491","2023-08-15","CUST-1303","STO-04","EMP-0403","PROMO-00","Debit Card","130"
"TRN-9492","2022-09-22","CUST-1367","STO-01","EMP-0103","PROMO-00","","170"
"TRN-9493","2024-11-07","CUST-1289","STO-01","EMP-0104","PROMO-00","Mobile Payment","240"
"TRN-9494","2022-02-27","CUST-1245","STO-04","EMP-0403"," PROMO-00 ","Cash","325"
"TRN-9495","2025-06-05","CUST-1010","STO-04","EMP-0403"," PROMO-00 ","Cash","240"
"TRN-9496","2024-05-18","CUST-1136","STO-04","EMP-0403","PROMO-00","Debit Card","410"
"TRN-9497","2026-01-19","CUST-1137","STO-04","EMP-0404","PROMO-01","Credit Card","165.75"
"TRN-9498","2023-01-29","CUST-1093","STO-04","EMP-0401","PROMO-01","Debit Card","497.25"
"TRN-9499","2022-02-21","CUST-1037","STO-01","EMP-0101","PROMO-03","Mobile Payment","199.5"
"TRN-9500","2024-09-15","CUST-1063","STO-04","EMP-0404","PROMO-00","Credit Card","55"
"TRN-9501","2024-01-08","CUST-1179","STO-01","EMP-0104","PROMO-00","Mobile Payment","58"
"TRN-9502","2024-10-01","CUST-1203","STO-03","EMP-0305","PROMO-00","","485"
"TRN-9503","2022-05-08","CUST-1303","STO-01"," EMP-0104 ","PROMO-03","Cash",""
"TRN-9503","2022-05-08","CUST-1303","STO-01","EMP-0104","PROMO-03","Cash","427.5"
"TRN-9505","2023-11-17","CUST-1167","STO-03","EMP-0303","PROMO-02","Cash","589.5"
"TRN-9506","2022-04-26","CUST-1298","STO-04","EMP-0404","PROMO-02","Cash","573.3"
"TRN-9506","2022-04-26","CUST-1298","STO-04","EMP-0404","PROMO-02","Cash","573.3"
"TRN-9507","2023-08-01","CUST-1103","STO-02","EMP-0204","PROMO-00","Mobile Payment","384"
"","2023-07-29","CUST-1135","","EMP-0103","PROMO-00","Credit Card","450"
"TRN-9510","2022-07-11"," CUST-1326 ","STO-03","EMP-0303","PROMO-00","#N/A","116"
"TRN-9511","2026-03-23","CUST-1032","STO-01","EMP-0101","PROMO-02","Debit Card","133.2"
"TRN-9512","2024-11-18","CUST-1211","STO-03","EMP-0301","PROMO-00","Mobile Payment","309"
"TRN-9513","2022-03-17","CUST-1044","STO-04","EMP-0403","PROMO-00","Cash","213"
"TRN-9514","2024-07-13","CUST-1194","STO-04","EMP-0404","PROMO-00"," Cash ","85"
" TRN-9515 ","2025-07-16","CUST-1320","","EMP-0402","PROMO-02","Mobile Payment","229.5"
"TRN-9516","","CUST-1053","STO-04","EMP-0404","PROMO-00","Credit Card","70"
"TRN-9517","2026-03-18","CUST-1098","STO-04","EMP-0405","","Debit Card","434"
"TRN-9518","2022-12-23","CUST-1181","STO-01","EMP-0103","PROMO-00","Cash","441"
"TRN-9519","2023-01-17","CUST-1049","STO-02","EMP-0205","PROMO-00","Debit Card","58"
"TRN-9520","2023-10-31","CUST-1197","STO-03"," EMP-0303 ","PROMO-00","Credit Card","226"
"TRN-9521","2022-12-08","CUST-1022","STO-03","EMP-0304","PROMO-00","Credit Card","95"
"TRN-9522","2024-05-04","","STO-03","EMP-0305","PROMO-00","Credit Card","245"
"TRN-9523","2023-12-14","","STO-04","EMP-0402","PROMO-03","Cash","237.5"
"TRN-9524","2025-08-30","CUST-1134","STO-02","EMP-0204","PROMO-00","Mobile Payment","180"
"TRN-9524","2025-08-30","CUST-1134","STO-02","EMP-0204","PROMO-00","Mobile Payment","180"
"TRN-9526","2024-07-04","CUST-1312","STO-01","#N/A","PROMO-00","Credit Card","514"
"TRN-9527"," 2024-01-16 ","CUST-1252","STO-02","EMP-0204","PROMO-00","Cash","68"
"TRN-9528","2024-06-14","#N/A","STO-02","EMP-0202","PROMO-02","Mobile Payment","421.2"
"TRN-9529","2023-09-22","CUST-1366","STO-03","EMP-0303","PROMO-00","Credit Card","363"
""," 2025-02-01 ","CUST-1288","STO-01","","PROMO-00","Mobile Payment","460"
"TRN-9531","2026-01-11","CUST-1398","STO-04","EMP-0404","PROMO-02","Mobile Payment","286.2"
"TRN-9532","2024-11-08","CUST-1360","STO-04","EMP-0404","PROMO-01","Cash","59.5"
"TRN-9533"," 2024-09-25 ","CUST-1255","STO-01","EMP-0104","PROMO-00","Debit Card","195"
"TRN-9534","2022-12-31","CUST-1115","STO-04","EMP-0402","PROMO-00","Cash","429"
"TRN-9535","2023-12-22","","STO-04","EMP-0405","PROMO-00","Cash","661"
"TRN-9536","2025-02-02","CUST-1193","STO-02","EMP-0201","PROMO-00","Credit Card","55"
"TRN-9537","2025-08-03","CUST-1397","STO-03","EMP-0301","PROMO-03","Credit Card",""
"TRN-9538","2024-12-30","CUST-1228","STO-04","EMP-0402","PROMO-00","Mobile Payment","116"
"TRN-9539","2022-09-21","CUST-1279","STO-03","","PROMO-00","Debit Card","395"
"TRN-9540","2022-04-13","CUST-1351","STO-03","EMP-0304","PROMO-01","Cash","624.75"
"TRN-9541"," 2025-01-05 "," CUST-1091 ","STO-02"," EMP-0205 "," PROMO-03 ","Debit Card","133"
"TRN-9542","2023-09-25","CUST-1052","STO-02","EMP-0201","PROMO-00","Cash","285"
"TRN-9543","2022-07-24","CUST-1212"," STO-03 ","EMP-0304","PROMO-00","Credit Card","208"
"TRN-9544","2026-01-20"," CUST-1323 "," STO-01 ","EMP-0105","PROMO-01","Mobile Payment","119"
"TRN-9545","2025-11-02"," CUST-1296 ","STO-01","EMP-0103","PROMO-00","Debit Card","420"
"TRN-9546","2024-05-11","CUST-1240","STO-02","EMP-0202","PROMO-00","","270"
"TRN-9547","2023-08-12","CUST-1290","STO-01","EMP-0102","PROMO-00","Mobile Payment",""
"","2022-08-12","CUST-1073","STO-02","EMP-0202"," PROMO-02 ","Credit Card","353.7"
"TRN-9549"," 2022-03-11 ","CUST-1174","STO-03","EMP-0305","PROMO-01","Mobile Payment","68"
"","2024-10-10","CUST-1335","STO-04","EMP-0404","PROMO-00","Mobile Payment","745"
"TRN-9551","2023-11-11","CUST-1297","STO-04","EMP-0403","PROMO-00","Debit Card","281"
"TRN-9552","2024-10-27","CUST-1181","STO-03","EMP-0304","PROMO-00","Cash","223"
"TRN-9552","2024-10-27","CUST-1181","STO-03","EMP-0304","PROMO-00","Cash","223"
"TRN-9554","2023-03-05","CUST-1314","STO-04","EMP-0404","","Credit Card","180"
"TRN-9555","2022-02-20","CUST-1035","STO-02","EMP-0202","PROMO-03","Credit Card","434.15"
"TRN-9556","2022-04-14","CUST-1396","STO-04","#N/A","PROMO-00","Debit Card","70"
